,age,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,y,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,poutcome_other,poutcome_success,poutcome_unknown,contact_telephone,contact_unknown
5376,28,0,38,1,0,23,2,31,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5377,52,0,-209,1,1,23,2,161,1,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5378,44,0,759,1,0,23,2,397,1,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
5379,38,0,-40,1,0,23,2,227,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5380,28,0,4,1,0,23,2,7,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5381,24,0,45,1,1,23,2,465,1,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5382,29,0,-753,1,1,23,2,98,1,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5383,24,0,820,1,0,23,2,665,1,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
5384,32,0,0,1,1,23,2,80,1,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
5385,27,0,672,1,0,23,2,164,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5386,41,0,-762,1,1,23,2,145,1,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
5387,42,0,422,1,0,23,2,25,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5388,25,0,51,1,0,23,2,76,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5389,36,0,1601,1,0,23,2,163,3,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5390,36,0,2278,1,0,23,2,152,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5391,24,1,110,1,0,23,2,27,1,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5392,32,0,539,1,1,23,2,281,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
5393,37,0,-332,1,0,23,2,284,2,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5394,46,1,0,0,0,23,2,378,2,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
5395,29,0,468,1,1,23,2,353,1,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5396,43,0,240,1,0,23,2,83,2,-1,0,no,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
5397,30,0,2,0,1,23,2,50,3,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5398,33,1,339,1,0,23,2,496,4,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5399,46,0,295,1,0,23,2,141,6,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5400,54,0,7252,0,0,23,2,139,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
5401,36,0,1109,1,0,23,2,122,5,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
5402,40,0,-319,1,0,23,2,59,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
5403,34,0,5553,1,0,23,2,258,5,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
5404,30,0,187,1,0,23,2,110,1,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5405,30,0,2080,1,0,23,2,466,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5406,45,0,-319,1,0,23,2,254,1,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5407,25,0,-221,1,0,23,2,250,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5408,28,0,2114,0,1,23,2,79,1,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5409,30,0,4009,1,0,23,2,260,4,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5410,35,0,579,1,0,23,2,250,3,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5411,48,0,3142,0,0,23,2,563,1,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
5412,35,0,-205,1,0,23,2,147,14,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5413,30,0,79,0,0,23,2,125,3,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5414,38,0,-591,1,0,23,2,71,1,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
5415,55,0,440,0,0,23,2,556,1,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
5416,32,1,-274,1,1,23,2,456,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5417,45,0,0,1,1,23,2,268,1,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5418,35,0,2043,1,1,23,2,159,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
5419,30,0,282,1,1,23,2,148,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5420,31,0,-26,1,1,23,2,448,1,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5421,46,0,-267,0,0,23,2,249,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5422,29,0,368,1,0,23,2,160,1,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5423,33,0,745,1,0,23,2,115,4,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5424,49,0,383,1,0,23,2,290,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5425,37,0,239,1,0,23,2,140,2,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5426,47,0,382,1,0,23,2,57,4,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5427,39,0,2679,1,1,23,2,811,1,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5428,32,0,3,1,0,23,2,108,3,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5429,55,0,4746,1,0,23,2,288,3,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
5430,41,0,30,0,0,23,2,1003,1,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
5431,39,0,-455,1,0,23,2,542,2,-1,0,no,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
5432,30,0,0,1,0,23,2,541,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
5433,31,0,-78,1,1,23,2,198,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5434,30,0,302,1,1,23,2,302,1,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5435,44,0,-299,1,0,23,2,268,1,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5436,31,0,1611,1,0,23,2,154,2,-1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
5437,34,0,498,1,0,23,2,216,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5438,32,0,0,0,0,23,2,206,3,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5439,26,0,454,1,1,23,2,28,18,-1,0,no,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
5440,39,0,0,1,0,23,2,210,2,-1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5441,35,0,30,0,0,23,2,186,1,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5442,35,0,511,1,1,23,2,472,1,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5443,32,0,127,1,0,23,2,189,2,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5444,32,0,1940,1,0,23,2,215,2,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5445,30,0,-108,1,0,23,2,216,1,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5446,43,0,242,1,0,23,2,174,1,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5447,29,0,1012,1,0,23,2,926,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5448,27,0,-393,1,1,23,2,235,2,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5449,27,0,430,1,0,23,2,116,2,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5450,33,0,-825,1,0,23,2,228,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5451,29,0,135,1,0,23,2,150,6,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5452,28,0,369,1,0,23,2,411,3,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5453,32,0,1522,1,0,23,2,302,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5454,30,0,523,1,0,23,2,253,2,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5455,39,0,104,1,0,23,2,138,6,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5456,35,0,341,1,0,23,2,824,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5457,49,0,3767,1,0,23,2,493,13,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5458,32,0,1667,1,0,23,2,345,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5459,35,0,430,1,0,23,2,147,50,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5460,37,0,603,1,0,23,2,773,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
5461,45,0,0,0,0,23,2,574,5,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5462,37,0,510,1,0,23,2,122,6,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5463,40,0,0,1,0,23,2,193,2,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5464,33,0,17455,1,1,23,2,343,4,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
5465,36,0,176,1,0,23,2,111,1,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5466,42,0,139,1,0,23,2,166,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5467,30,0,3625,1,0,23,2,469,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5468,32,0,1651,1,0,23,2,189,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5469,26,0,74,1,0,23,2,106,6,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5470,45,0,-311,1,0,23,2,1030,1,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5471,35,0,-413,1,0,23,2,178,1,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5472,39,0,1202,1,0,23,2,364,2,-1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5473,33,0,321,1,0,23,2,101,5,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5474,32,0,221,1,0,23,2,224,4,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
5475,27,0,1996,1,0,23,2,187,1,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5476,39,0,1222,1,0,23,2,451,4,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
5477,43,1,150,1,1,23,2,226,2,-1,0,no,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5478,31,0,701,1,0,23,2,301,2,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5479,50,0,0,1,1,23,2,97,1,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5480,53,0,-375,1,0,23,2,24,1,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5481,31,0,6374,1,0,23,2,922,2,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5482,36,0,387,1,0,23,2,232,1,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5483,45,0,149,1,0,23,2,893,3,-1,0,yes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5484,38,0,630,1,0,23,2,201,3,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5485,31,0,150,1,0,23,2,83,2,-1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5486,31,0,1358,1,1,23,2,339,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5487,36,0,614,1,0,23,2,13,5,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5488,40,0,-212,1,1,23,2,54,1,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5489,30,0,590,1,0,23,2,242,3,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
5490,35,0,8,1,0,23,2,55,4,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5491,42,0,687,1,1,23,2,229,1,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5492,45,0,61,1,1,23,2,208,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5493,41,0,-210,1,1,23,2,210,1,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
5494,33,0,1541,1,0,23,2,423,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5495,32,0,1342,1,0,23,2,109,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5496,32,0,4,1,0,23,2,233,2,-1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5497,30,0,501,1,0,23,2,209,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5498,34,0,128,1,0,23,2,114,4,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5499,33,0,1464,1,0,23,2,588,3,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5500,30,0,6,1,0,23,2,274,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5501,34,1,-369,1,0,23,2,353,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5502,38,0,1375,1,0,23,2,83,3,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5503,36,0,0,0,0,23,2,539,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
5504,34,0,4053,1,0,23,2,123,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
5505,24,0,-286,1,0,23,2,327,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5506,30,0,253,1,0,23,2,167,4,-1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5507,34,0,157,1,0,23,2,20,17,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5508,39,0,1951,1,0,23,2,208,2,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5509,36,0,4519,1,0,23,2,117,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5510,33,0,1134,1,0,23,2,304,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5511,31,0,426,1,0,23,2,82,7,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
5512,43,0,-495,1,1,23,2,131,1,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5513,34,0,1049,1,0,23,2,25,14,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5514,33,0,463,1,0,23,2,76,4,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5515,33,0,3546,1,0,23,2,777,2,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5516,53,0,1,1,1,23,2,178,1,-1,0,no,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5517,54,0,-239,1,0,23,2,29,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5518,31,0,1340,1,0,23,2,199,2,-1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5519,46,0,772,1,0,23,2,488,1,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
5520,54,0,-630,0,0,23,2,173,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5521,37,0,507,1,1,23,2,157,1,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
5522,32,0,736,1,0,23,2,700,3,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5523,40,0,395,1,1,23,2,281,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5524,60,0,-46,0,0,23,2,132,2,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5525,33,0,2599,1,0,23,2,328,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5526,35,0,-461,0,0,23,2,339,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5527,33,0,0,0,0,23,2,211,3,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5528,39,0,3643,1,0,23,2,160,3,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
5529,58,0,0,1,0,23,2,138,6,-1,0,no,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5530,43,0,-141,1,1,23,2,128,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5531,38,0,526,1,1,23,2,553,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5532,49,0,23,1,0,23,2,247,1,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5533,35,0,839,1,0,23,2,50,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5534,53,0,-1455,1,0,23,2,169,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5535,40,1,-306,1,0,23,2,253,1,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5536,36,0,655,1,0,23,2,153,4,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5537,42,0,3465,1,0,23,2,373,9,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5538,36,0,876,1,0,23,2,241,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5539,35,0,154,1,0,23,2,211,4,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5540,33,0,67,1,1,23,2,316,4,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5541,37,0,5205,1,0,23,2,493,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5542,44,0,5773,0,0,23,2,597,6,-1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
5543,35,0,0,1,1,23,2,107,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
5544,36,0,1694,1,1,23,2,164,6,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5545,31,0,1074,1,0,23,2,1438,2,-1,0,no,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5546,40,0,278,1,0,23,2,1015,3,-1,0,yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5547,38,0,1102,1,0,23,2,159,3,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5548,46,0,0,1,0,23,2,172,3,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5549,29,0,0,1,0,23,2,331,2,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5550,33,0,-346,1,1,23,2,29,3,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5551,32,0,415,0,0,23,2,76,2,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
5552,48,0,851,0,1,23,2,937,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
5553,32,0,1247,1,0,23,2,154,3,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
5554,35,0,91,1,0,23,2,185,4,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5555,32,0,882,0,0,23,2,569,3,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5556,42,0,165,1,0,23,2,333,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5557,32,0,1501,1,0,23,2,70,6,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5558,35,0,1529,0,0,23,2,95,4,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
5559,39,0,293,1,0,23,2,160,3,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5560,30,0,1572,1,1,23,2,209,3,-1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
5561,30,0,-679,1,0,23,2,372,3,-1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
5562,32,0,497,1,0,23,2,92,3,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5563,28,0,-303,1,0,23,2,277,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5564,30,0,9194,1,0,23,2,178,2,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5565,44,0,97,1,0,23,2,95,14,-1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5566,34,0,70,1,1,23,2,138,4,-1,0,no,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5567,38,0,1839,0,0,23,2,63,2,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5568,27,0,1492,1,0,23,2,67,13,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5569,31,0,357,1,0,23,2,77,3,-1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5570,37,0,192,1,0,23,2,105,2,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
5571,45,0,875,1,1,23,2,292,2,-1,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
